Company_Name,City,Country,Location,query_address,Latitude,Longitude
Wargaming Taipei,Taipei,Taiwan,Taipei,"Taipei, Taiwan",25.0375198,121.5636796
WEBZEN Taiwan,Taipei,Taiwan,Taipei,"Taipei, Taiwan",25.0375198,121.5636796
WINKING ENTERTAINMENT,New Taipei City,Taiwan,Taipei,"New Taipei City, Taiwan",25.081459,121.47805
3909,Saitama,Japan,Tokyo,"Saitama, Japan",35.9754168,139.4160114
360 Channel (COLOPL Corporation),Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
3goo,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
505 Games Japan (Digital Bros),Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
6waves,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
8ing (COLOPL Corporation),Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
ACQUIRE Corporation,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Activision Shibuya-ku,Shibuya-ku,Japan,Tokyo,"Shibuya-ku, Japan",35.6633709,139.6964952
Alliance Arts,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
ALPHAWING,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Ancient Corporation,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
angoo,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
aniplex (Sony Music Entertainment),Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
ARC System Works,Yokohama,Japan,Tokyo,"Yokohama, Japan",35.4503381,139.6343802
AREA 35,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Arika,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Art Co,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Artdink,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Arte Piazza,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Artplay,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Arzest,Yokohama,Japan,Tokyo,"Yokohama, Japan",35.4503381,139.6343802
Asamado Games,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
asobism,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Atelier Minima,Kawagoe,Japan,Tokyo,"Kawagoe, Japan",35.9251145,139.4856927
Atlus (SEGA),Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
B.B. Studio (Bandai Namco),Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Bandai Namco Aces,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Bandai Namco Entertainment,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Bandai Namco Network Services,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Bandai Namco Nexus,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Bandai Namco Sevens,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Bimboosoft,Saitama,Japan,Tokyo,"Saitama, Japan",35.9754168,139.4160114
Binary Haze Interactive,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Black Tower Studios,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Broccoli,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
C-Route,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Cabbage Systems,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Camelot Software Planning,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Cattle Call,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Cave,Shinjuku,Japan,Tokyo,"Shinjuku, Japan",35.6937632,139.7036319
CESA,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Chemical Pudding,Yokohama,Japan,Tokyo,"Yokohama, Japan",35.4503381,139.6343802
Chorus Worldwide Games,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
City Connection,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Clap Hanz,Yokohama,Japan,Tokyo,"Yokohama, Japan",35.4503381,139.6343802
Clouded Leopard Entertainment,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Clovers Studio,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
COLOPL,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Comcept,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Compile Heart,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Core8,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Crafts & Meister,Osaka,Japan,Tokyo,"Osaka, Japan",34.6937569,135.5014539
CyberAgent,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
CyberConnect2,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
CyberStep,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Cygames (DeNA),Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
D3Publisher (Bandai Namco),Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Dadako,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
DAIKANYAMA MAGES STUDIO,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
DDDistortion,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Delightworks,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
DeNA Tokyo,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
DIGITAL WORKS Entertainment,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
DMM Games,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Donuts Hunter,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Downwell,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
DRAGAMI GAMES,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
DRECOM,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
EA Tokyo (Electronic Arts),Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
EasyGameStation,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Ecole Software Corporation,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Edelweiss,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Eighting,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Enhance,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Epic Games Japan,Yokohama,Japan,Tokyo,"Yokohama, Japan",35.4503381,139.6343802
exA-Arcadia,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Experience Inc.,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
f4samurai,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Fahrenheit 213,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Flyhigh Works,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
From Software,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Frontwing,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
FuRyu,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
G Choice,Akasaka,Japan,Tokyo,"Akasaka, Japan",35.6716786,139.7356224
G-Mode (Marvelous),Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
G.Rev,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Game Arts,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Game Closure,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
Game Freak,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
GameOn,Tokyo,Japan,Tokyo,"Tokyo, Japan",35.6768601,139.7638947
37 Games,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
5minlab (Krafton),Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Action Square (Studio HG),Gangnam-gu,South Korea,Seoul,"Gangnam-gu, South Korea",37.5177,127.0473
Actoz Soft,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
ALIVE Inc.,Suwon-si,South Korea,Seoul,"Suwon-si, South Korea",37.2633325,127.0287472
Appnori,Busan,South Korea,Seoul,"Busan, South Korea",35.1799528,129.0752365
Bandai Namco Entertainment Korea,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Bluehole (Krafton),Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
BLUESIDE,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Cassel Games,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Cat Society,Suwon,South Korea,Seoul,"Suwon, South Korea",37.2633325,127.0287472
Concode Corp,Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
Crave Mob,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
DeNA Seoul,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Devs United Games,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Devsisters,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Devsisters Ventures,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Donuts,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
DoubleUGames,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Dragonfly,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Dreamotion (Krafton),Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
DRIMAGE,Gangnam-gu,South Korea,Seoul,"Gangnam-gu, South Korea",37.5177,127.0473
Dvora Studio,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Dynamis One Studio,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
e-motion,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
EA Korea (Electronic Arts),Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Epic Games Korea,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Flyway Games (Krafton),Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Future Lab (Smilegate),Seongnam-Si,South Korea,Seoul,"Seongnam-Si, South Korea",37.4201556,127.1262092
Gamevil,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Grampus,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
GRAVITY,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
GRAVITY NEOCYON,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
GREE International,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
gumi Korea,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Hound13,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Ironmace,Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
Ironmace Games,Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
Jackto Studios,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
JOYCITY,Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
Joymax,Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
K-Games (Korea Game Industry Association),Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Kakao,Jeju,South Korea,Seoul,"Jeju, South Korea",33.4887737,126.4987083
Kakao Games,Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
KIWIWALKS,Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
KOG Games,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
KOMODO,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Korea Association of Game Industry (K-GAMES),Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Korea Creative Content Agency (KoCCA),Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Krafton,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Line Games,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
LinkedIn,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Lionheart Studio,Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
Lizard Smoothie,Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
LoadComplete,Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
Lumidia Games,Seongnam-Si,South Korea,Seoul,"Seongnam-Si, South Korea",37.4201556,127.1262092
Masangsoft,Busan,South Korea,Seoul,"Busan, South Korea",35.1799528,129.0752365
Mgame,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Mintrocket (NEXON),Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Mistil Games,Anyang-si,South Korea,Seoul,"Anyang-si, South Korea",37.3938528,126.9570605
NANOO,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
NCsoft,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Neople,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
NEOPOPCORN Corp,Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
Neowiz,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Netmarble Games,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Nexon,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
NHN,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Papergames,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Pearl Abyss,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Pixelity,Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
PixelPlex,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Playco,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
PLAYWITH,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Press A,Seongnam-Si,South Korea,Seoul,"Seongnam-Si, South Korea",37.4201556,127.1262092
ReLU Games (Krafton),Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
REMIMORY,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
RisingWings (Krafton),Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Sega Korea,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Sentience Game Studio,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
SKONEC Entertainment,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
SKonec Entertainment,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Smilegate Entertainment,Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
Smilegate Investment,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Smilegate Megaport,Seongnam-si,South Korea,Seoul,"Seongnam-si, South Korea",37.4201556,127.1262092
SmileGate RPG,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Softnyx,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Somi,Busan,South Korea,Seoul,"Busan, South Korea",35.1799528,129.0752365
Southpaw Games,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Studio HG,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
Studio HORANG,Seoul,South Korea,Seoul,"Seoul, South Korea",37.5666791,126.9782914
99 Games,Udipi,India,Bengaluru,"Udipi, India",17.3824479,78.4386143
Appy Monkeys,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Arcadon Games,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Atlas Mission,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Bablabo Games,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Bombay Play,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Brewed Games,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Byjus,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Deftouch,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Dumadu Games,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Gameberry Labs,Bellandur,India,Bengaluru,"Bellandur, India",12.9320495,77.6842915
GSN Games (Scopely),Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
hashcube,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Holy Cow Productions,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Hypernova Interactive,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
igda Bengaluru Chapter,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Joyride Games,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Kalaari Capital,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
KRAFTON India Gaming Incubator,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
LightFury Games,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
LILA Games,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Mayhem Studios,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Moonfrog Labs,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Neved Tech,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Northpoint Capital,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Nuke Box Games,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Nukebox Studios,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Playgig,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
PlaySimple Games,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Psypher Games,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Psypher Interactive,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Second Quest,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Shura Games,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Studio Sirah,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Sun Technology Integrators,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
TLC STUDIO,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Ultimate Games,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Wala Interactive,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
WickedCube,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Xigma Games,Bengaluru,India,Bengaluru,"Bengaluru, India",12.9767936,77.590082
Arckon Arts,Chennai,India,Chennai,"Chennai, India",13.0836939,80.270186
Ayelet Studio,Chennai,India,Chennai,"Chennai, India",13.0836939,80.270186
Chillout Studios,Chennai,India,Chennai,"Chennai, India",13.0836939,80.270186
Fabbox Studios,Chennai,India,Chennai,"Chennai, India",13.0836939,80.270186
Hammerplay,Chennai,India,Chennai,"Chennai, India",13.0836939,80.270186
Kleanup Games,Madurai,India,Chennai,"Madurai, India",9.9261153,78.1140983
Love Handle Developers,Chennai,India,Chennai,"Chennai, India",13.0836939,80.270186
LVL Zero,Chennai,India,Chennai,"Chennai, India",13.0836939,80.270186
Next Wave Multi Media,Chennai,India,Chennai,"Chennai, India",13.0836939,80.270186
Solozard Games,Namakkal,India,Chennai,"Namakkal, India",11.3033889,78.118604
The Dwarven Brothers,Tenkasi,India,Chennai,"Tenkasi, India",9.0933908,77.4758373
Apar Games,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Avian Hearts Studios,Pune,India,Mumbai,"Pune, India",18.5213738,73.8545071
Centre Court Capital,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
ChuChu Games,Thane,India,Mumbai,"Thane, India",19.3653598,73.3685437
Cipherhex Technology,Surat,India,Mumbai,"Surat, India",21.2094892,72.8317058
Codemasters QA (Electronic Arts),Pune,India,Mumbai,"Pune, India",18.5213738,73.8545071
CXR.Agency,Pune,India,Mumbai,"Pune, India",18.5213738,73.8545071
Dot9 Games,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Drifting Signal Games,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Duronto Games,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
EivaaGames,Pune,India,Mumbai,"Pune, India",18.5213738,73.8545071
Faelight Games,Vadodara,India,Mumbai,"Vadodara, India",22.2973142,73.1942567
FunWave Studio,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Gamebee Studio,Bhayandar West,India,Mumbai,"Bhayandar West, India",19.3043989,72.8590268
GameEON Studios,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Games2win,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
GodSpeed Games,Pune,India,Mumbai,"Pune, India",18.5213738,73.8545071
Hobo Interactive,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Holy Cow Studio,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Karma Quest Studio,Pune,India,Mumbai,"Pune, India",18.5213738,73.8545071
MadMantra,Pune,India,Mumbai,"Pune, India",18.5213738,73.8545071
Maharaja Games,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Masala Games,Ahmedabad,India,Mumbai,"Ahmedabad, India",23.0215374,72.5800568
MINDFIG,Rajkot,India,Mumbai,"Rajkot, India",22.3053263,70.8028377
Nautilus Mobile (Krafton),Pune,India,Mumbai,"Pune, India",18.5213738,73.8545071
Nexus Venture Partners,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
NileeGames,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Nodding Heads Games,Pune,India,Mumbai,"Pune, India",18.5213738,73.8545071
Play Games 24x7,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Redline Games,Thane,India,Mumbai,"Thane, India",19.3653598,73.3685437
Reliance Games,Pune,India,Mumbai,"Pune, India",18.5213738,73.8545071
Rolocule Games,Pune,India,Mumbai,"Pune, India",18.5213738,73.8545071
Shortgun Games,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Singular Scheme,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Smash Game Studio,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Spiel Studios,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Studio Oleomingus,Chala,India,Mumbai,"Chala, India",8.4830928,76.952177
Sumo Digital,Pune,India,Mumbai,"Pune, India",18.5213738,73.8545071
SuperGaming,Pune,India,Mumbai,"Pune, India",18.5213738,73.8545071
Tara Gaming,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Team Ocean Games,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
TheAppGuruz,Rajkot,India,Mumbai,"Rajkot, India",22.3053263,70.8028377
Thunder Game Studios,Bhuj Kutch,India,Mumbai,"Bhuj Kutch, India",23.2181607,69.6332652
Triple Tap Games (Crazy Labs),Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Ubisoft Mumbai,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Ubisoft Pune,Pune,India,Mumbai,"Pune, India",18.5213738,73.8545071
underDOGS Studio,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Uniplay Digital Games,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Vikara Studios,Mumbai,India,Mumbai,"Mumbai, India",19.054999,72.8692035
Zatun Games,Ahmedabad,India,Mumbai,"Ahmedabad, India",23.0215374,72.5800568
ZudoLabs,Ahmedabad,India,Mumbai,"Ahmedabad, India",23.0215374,72.5800568
Levantix Game Studio,Damascus,Syria,Damascus,"Damascus, Syria",33.5130695,36.3095814
Altay Games,Ankara,Turkey,Ankara,"Ankara, Turkey",39.9207759,32.8540497
Backpack Games,Ankara,Turkey,Ankara,"Ankara, Turkey",39.9207759,32.8540497
BugFix Games,Ankara,Turkey,Ankara,"Ankara, Turkey",39.9207759,32.8540497
Craftbridge,Eskisehir,Turkey,Ankara,"Eskisehir, Turkey",39.7743941,30.519116
Creasaur Entertainment (Rollic),Ankara,Turkey,Ankara,"Ankara, Turkey",39.9207759,32.8540497
Frantic Games,Ankara,Turkey,Ankara,"Ankara, Turkey",39.9207759,32.8540497
He2 Apps,Ankara,Turkey,Ankara,"Ankara, Turkey",39.9207759,32.8540497
Lance Games,Ankara,Turkey,Ankara,"Ankara, Turkey",39.9207759,32.8540497
Loop Games,Ankara,Turkey,Ankara,"Ankara, Turkey",39.9207759,32.8540497
MildMania,Ankara,Turkey,Ankara,"Ankara, Turkey",39.9207759,32.8540497
Mobge,Eskisehir,Turkey,Ankara,"Eskisehir, Turkey",39.7743941,30.519116
Moralabs,Ankara,Turkey,Ankara,"Ankara, Turkey",39.9207759,32.8540497
Nokta Games,Ankara,Turkey,Ankara,"Ankara, Turkey",39.9207759,32.8540497
Pixofun,Ankara,Turkey,Ankara,"Ankara, Turkey",39.9207759,32.8540497
Pokuch,Trabzon,Turkey,Ankara,"Trabzon, Turkey",41.0054605,39.7301463
Taleworlds Entertainment,Ankara,Turkey,Ankara,"Ankara, Turkey",39.9207759,32.8540497
